market_data_id,market_trend,economic_indicator,external_factor,value
9292,Bullish,Unemployment Rate,Oil Prices,4305
9293,Sideways,Industrial Production,Oil Prices,4944
9294,Bearish,Retail Sales,Exchange Rates,6377
9295,Sideways,Trade Balance,Oil Prices,9681
9296,Bullish,Industrial Production,Interest Rates,4717
9297,Bearish,Retail Sales,Political Stability,6212
9298,Bullish,Trade Balance,Interest Rates,8942
9299,Bullish,GDP,Interest Rates,1584
9300,Bullish,Unemployment Rate,Political Stability,7267
9301,Bullish,Housing Starts,Stock Market,1599
9302,Sideways,Consumer Price Index,Interest Rates,6552
9303,Sideways,GDP,Exchange Rates,4923
9304,Sideways,Unemployment Rate,Consumer Confidence,4568
9305,Bearish,Industrial Production,Consumer Confidence,4724
9306,Bearish,Inflation Rate,Consumer Confidence,6471
9307,Bearish,GDP,Stock Market,2735
9308,Sideways,GDP,Consumer Confidence,8447
9309,Bearish,GDP,Interest Rates,3947
9310,Bearish,Industrial Production,Interest Rates,5831
9311,Sideways,Consumer Price Index,Political Stability,9930
9312,Sideways,Housing Starts,Oil Prices,2304
9313,Sideways,Consumer Price Index,Exchange Rates,1974
9314,Bullish,Employment Rate,Interest Rates,8693
9315,Bearish,Inflation Rate,Political Stability,8471
9316,Sideways,GDP,Consumer Confidence,2744
9317,Bullish,GDP,Political Stability,4731
9318,Sideways,Inflation Rate,Stock Market,9855
9319,Bearish,GDP,Consumer Confidence,2000
9320,Bearish,Employment Rate,Stock Market,8736
9321,Bearish,Trade Balance,Stock Market,7563
9322,Sideways,Housing Starts,Oil Prices,8057
9323,Sideways,Inflation Rate,Oil Prices,1090
9324,Bullish,Housing Starts,Exchange Rates,4088
9325,Bearish,Employment Rate,Oil Prices,7304
9326,Bullish,Housing Starts,Interest Rates,6194
9327,Bullish,Trade Balance,Oil Prices,7181
9328,Sideways,Inflation Rate,Oil Prices,5054
9329,Bearish,Consumer Price Index,Stock Market,6430
9330,Sideways,Inflation Rate,Consumer Confidence,8352
9331,Sideways,Housing Starts,Stock Market,9549
9332,Bullish,Consumer Price Index,Stock Market,6982
9333,Bullish,Trade Balance,Stock Market,3039
9334,Bearish,GDP,Oil Prices,9590
9335,Bearish,Trade Balance,Political Stability,4812
9336,Sideways,Consumer Price Index,Political Stability,4505
9337,Sideways,Housing Starts,Political Stability,8302
9338,Bearish,GDP,Stock Market,8757
9339,Bullish,Housing Starts,Interest Rates,5075
9340,Bearish,Industrial Production,Oil Prices,5283
9341,Sideways,GDP,Interest Rates,3419
9342,Sideways,Unemployment Rate,Oil Prices,9873
9343,Bullish,Inflation Rate,Political Stability,5220
9344,Bullish,Consumer Price Index,Exchange Rates,2968
9345,Bearish,Industrial Production,Political Stability,1112
9346,Bullish,Consumer Price Index,Exchange Rates,3710
9347,Bullish,Unemployment Rate,Interest Rates,2897
9348,Bearish,Industrial Production,Consumer Confidence,6906
9349,Bullish,Industrial Production,Consumer Confidence,2353
9350,Sideways,Industrial Production,Stock Market,3892
9351,Bearish,Employment Rate,Interest Rates,5595
9352,Bullish,Retail Sales,Interest Rates,9591
9353,Bullish,Unemployment Rate,Stock Market,2716
9354,Bearish,Housing Starts,Oil Prices,2567
9355,Bullish,Housing Starts,Consumer Confidence,6017
9356,Sideways,Unemployment Rate,Political Stability,3113
9357,Bearish,Unemployment Rate,Oil Prices,7793
9358,Bearish,GDP,Interest Rates,4864
9359,Sideways,Consumer Price Index,Exchange Rates,8926
9360,Sideways,Industrial Production,Political Stability,8434
9361,Bullish,Inflation Rate,Exchange Rates,3778
9362,Sideways,Consumer Price Index,Consumer Confidence,1422
9363,Sideways,Housing Starts,Political Stability,6969
9364,Sideways,Trade Balance,Interest Rates,6123
9365,Bullish,Employment Rate,Consumer Confidence,1330
9366,Bullish,Retail Sales,Oil Prices,9667
9367,Bearish,Unemployment Rate,Political Stability,3456
9368,Bullish,Trade Balance,Oil Prices,8161
9369,Bullish,Consumer Price Index,Oil Prices,1390
9370,Sideways,Industrial Production,Consumer Confidence,2774
9371,Bullish,GDP,Interest Rates,6301
9372,Bullish,Employment Rate,Consumer Confidence,3167
9373,Bullish,Trade Balance,Stock Market,6009
9374,Bearish,Consumer Price Index,Stock Market,2875
9375,Sideways,Industrial Production,Consumer Confidence,7633
9376,Bearish,Industrial Production,Interest Rates,8790
9377,Sideways,Housing Starts,Stock Market,8422
9378,Bullish,Unemployment Rate,Interest Rates,1342
9379,Bearish,GDP,Interest Rates,1951
9380,Bearish,GDP,Exchange Rates,7252
9381,Bearish,Trade Balance,Interest Rates,3552
9382,Bearish,Employment Rate,Political Stability,5238
9383,Sideways,Trade Balance,Political Stability,6105
9384,Bullish,Unemployment Rate,Exchange Rates,1811
9385,Bearish,Trade Balance,Consumer Confidence,3741
9386,Bullish,Unemployment Rate,Interest Rates,3278
9387,Sideways,Inflation Rate,Oil Prices,4760
9388,Sideways,Housing Starts,Oil Prices,5868
9389,Bearish,Consumer Price Index,Oil Prices,2833
9390,Bullish,Inflation Rate,Political Stability,3576
9391,Bullish,Housing Starts,Interest Rates,9317
9392,Bullish,Employment Rate,Exchange Rates,8010
9393,Bullish,Industrial Production,Consumer Confidence,9356
9394,Bullish,Industrial Production,Stock Market,2111
9395,Bullish,Trade Balance,Exchange Rates,2302
9396,Bullish,Trade Balance,Interest Rates,5030
9397,Bearish,Consumer Price Index,Oil Prices,3090
9398,Bullish,Housing Starts,Consumer Confidence,6687
9399,Sideways,Industrial Production,Consumer Confidence,9632
9400,Sideways,Industrial Production,Exchange Rates,4567
9401,Bearish,Unemployment Rate,Political Stability,3012
9402,Bearish,Inflation Rate,Interest Rates,2324
9403,Sideways,Industrial Production,Oil Prices,1265
9404,Sideways,Unemployment Rate,Interest Rates,1459
9405,Bearish,Trade Balance,Interest Rates,8570
9406,Bullish,Unemployment Rate,Interest Rates,7908
9407,Bullish,Consumer Price Index,Exchange Rates,9037
9408,Bullish,Inflation Rate,Oil Prices,4471
9409,Sideways,Trade Balance,Stock Market,5910
9410,Bearish,Consumer Price Index,Stock Market,6629
9411,Bearish,Unemployment Rate,Political Stability,3315
9412,Bullish,Consumer Price Index,Exchange Rates,2315
9413,Bearish,Retail Sales,Political Stability,4428
9414,Bearish,Consumer Price Index,Interest Rates,8555
9415,Bearish,Employment Rate,Oil Prices,9052
9416,Sideways,Housing Starts,Oil Prices,8511
9417,Sideways,Unemployment Rate,Consumer Confidence,1316
9418,Bearish,Trade Balance,Stock Market,5665
9419,Bearish,Retail Sales,Political Stability,2497
9420,Bearish,Housing Starts,Exchange Rates,3600
9421,Sideways,Housing Starts,Exchange Rates,9379
9422,Bearish,Industrial Production,Exchange Rates,7825
9423,Bearish,Industrial Production,Stock Market,8136
9424,Bearish,Housing Starts,Exchange Rates,1518
9425,Bearish,Retail Sales,Political Stability,8995
9426,Bullish,Employment Rate,Interest Rates,9152
9427,Sideways,Employment Rate,Exchange Rates,9347
9428,Sideways,Employment Rate,Consumer Confidence,8240
9429,Bullish,Consumer Price Index,Stock Market,9456
9430,Bullish,Unemployment Rate,Stock Market,5947
9431,Bearish,Retail Sales,Stock Market,1451
9432,Bullish,Consumer Price Index,Oil Prices,6118
9433,Sideways,Unemployment Rate,Interest Rates,4205
9434,Sideways,GDP,Consumer Confidence,7811
9435,Bearish,Consumer Price Index,Oil Prices,9673
9436,Sideways,Employment Rate,Stock Market,6635
9437,Bullish,Retail Sales,Interest Rates,3500
9438,Sideways,Consumer Price Index,Political Stability,2134
9439,Bullish,Inflation Rate,Political Stability,4830
9440,Bullish,GDP,Interest Rates,6085
9441,Bearish,Retail Sales,Consumer Confidence,6950
9442,Bullish,Inflation Rate,Interest Rates,9842
9443,Sideways,Inflation Rate,Exchange Rates,6368
9444,Bearish,GDP,Stock Market,1913
9445,Sideways,Retail Sales,Consumer Confidence,7776
9446,Sideways,Trade Balance,Oil Prices,9420
9447,Sideways,Inflation Rate,Consumer Confidence,5381
9448,Sideways,GDP,Stock Market,2888
9449,Bearish,Employment Rate,Oil Prices,7169
9450,Sideways,Employment Rate,Exchange Rates,7368
9451,Sideways,Consumer Price Index,Oil Prices,6772
9452,Bullish,Inflation Rate,Political Stability,9998
9453,Sideways,Inflation Rate,Exchange Rates,7751
9454,Sideways,Housing Starts,Consumer Confidence,7445
9455,Bullish,Housing Starts,Oil Prices,3677
9456,Bearish,Employment Rate,Interest Rates,1597
9457,Bullish,Trade Balance,Political Stability,2301
9458,Bearish,Industrial Production,Stock Market,5863
9459,Sideways,Inflation Rate,Political Stability,8430
9460,Bullish,Inflation Rate,Exchange Rates,7723
9461,Sideways,Industrial Production,Stock Market,5146
9462,Sideways,Inflation Rate,Interest Rates,4373
9463,Sideways,Unemployment Rate,Stock Market,5286
9464,Sideways,Unemployment Rate,Interest Rates,5393
9465,Sideways,Inflation Rate,Political Stability,1548
9466,Bearish,Trade Balance,Interest Rates,1336
9467,Sideways,Unemployment Rate,Political Stability,1962
9468,Bearish,Housing Starts,Oil Prices,9963
9469,Sideways,Housing Starts,Exchange Rates,2030
9470,Bearish,Unemployment Rate,Political Stability,7924
9471,Bullish,GDP,Stock Market,5459
9472,Sideways,Trade Balance,Interest Rates,7497
9473,Sideways,GDP,Interest Rates,6466
9474,Bullish,Inflation Rate,Stock Market,8947
9475,Bearish,Unemployment Rate,Political Stability,8997
9476,Bullish,Trade Balance,Exchange Rates,5748
9477,Sideways,Housing Starts,Political Stability,6753
9478,Bearish,Trade Balance,Oil Prices,1669
9479,Bullish,Industrial Production,Stock Market,2231
9480,Bearish,Trade Balance,Exchange Rates,1015
9481,Sideways,Inflation Rate,Oil Prices,4686
9482,Bearish,Inflation Rate,Stock Market,9746
9483,Bearish,Retail Sales,Interest Rates,7448
9484,Bearish,GDP,Stock Market,9332
9485,Bearish,Industrial Production,Stock Market,8185
9486,Bullish,Inflation Rate,Oil Prices,8076
9487,Bullish,Unemployment Rate,Political Stability,2515
9488,Bullish,Retail Sales,Oil Prices,2776
9489,Bullish,Consumer Price Index,Exchange Rates,3441
9490,Bearish,GDP,Interest Rates,3669
9491,Bullish,Consumer Price Index,Exchange Rates,6796
9492,Bullish,Employment Rate,Political Stability,2296
9493,Sideways,Unemployment Rate,Stock Market,2196
9494,Bullish,Unemployment Rate,Political Stability,9292
9495,Bullish,Trade Balance,Oil Prices,3115
9496,Bullish,Industrial Production,Interest Rates,2214
9497,Bullish,Trade Balance,Interest Rates,6825
9498,Bullish,Employment Rate,Interest Rates,1014
9499,Bearish,Unemployment Rate,Oil Prices,9632
9500,Bearish,Industrial Production,Consumer Confidence,7072
9501,Bearish,Consumer Price Index,Exchange Rates,4267
9502,Sideways,Trade Balance,Political Stability,7488
9503,Bullish,GDP,Interest Rates,9589
9504,Bearish,Unemployment Rate,Consumer Confidence,2949
9505,Bullish,Trade Balance,Consumer Confidence,3104
9506,Bullish,Retail Sales,Political Stability,7002
9507,Bearish,Industrial Production,Exchange Rates,6077
9508,Bullish,Industrial Production,Oil Prices,4469
9509,Bearish,Unemployment Rate,Oil Prices,3378
9510,Sideways,Unemployment Rate,Political Stability,2827
9511,Bearish,Retail Sales,Stock Market,9492
9512,Bearish,Trade Balance,Consumer Confidence,7303
9513,Bullish,Consumer Price Index,Political Stability,7969
9514,Bullish,Consumer Price Index,Oil Prices,3423
9515,Sideways,Retail Sales,Exchange Rates,4372
9516,Bullish,GDP,Stock Market,9766
9517,Sideways,Inflation Rate,Interest Rates,7256
9518,Sideways,Industrial Production,Oil Prices,8092
9519,Bearish,Industrial Production,Interest Rates,2196
9520,Bullish,Inflation Rate,Exchange Rates,7695
9521,Bearish,GDP,Exchange Rates,6363
9522,Sideways,Employment Rate,Stock Market,3565
9523,Sideways,Employment Rate,Oil Prices,7195
9524,Bearish,Employment Rate,Political Stability,6698
9525,Bearish,Industrial Production,Political Stability,6813
9526,Bullish,Inflation Rate,Oil Prices,7385
9527,Sideways,Retail Sales,Exchange Rates,8597
9528,Bearish,Unemployment Rate,Stock Market,1427
9529,Sideways,Inflation Rate,Oil Prices,8789
9530,Sideways,GDP,Consumer Confidence,2962
9531,Bearish,Trade Balance,Interest Rates,4185
9532,Bullish,Retail Sales,Interest Rates,4190
9533,Sideways,GDP,Interest Rates,7319
9534,Bullish,Employment Rate,Stock Market,5917
9535,Sideways,GDP,Stock Market,7489
9536,Sideways,Housing Starts,Stock Market,9377
9537,Bullish,Industrial Production,Oil Prices,4455
9538,Sideways,Inflation Rate,Interest Rates,3809
9539,Bearish,Industrial Production,Consumer Confidence,7214
9540,Sideways,GDP,Stock Market,8788
9541,Bearish,Unemployment Rate,Stock Market,7261
9542,Bullish,Employment Rate,Stock Market,2365
9543,Sideways,GDP,Political Stability,7301
9544,Bullish,Inflation Rate,Exchange Rates,5973
9545,Bullish,Housing Starts,Consumer Confidence,7881
9546,Sideways,Unemployment Rate,Stock Market,3986
9547,Bearish,Inflation Rate,Oil Prices,9771
9548,Sideways,Inflation Rate,Oil Prices,6540
9549,Bearish,Housing Starts,Interest Rates,2013
9550,Bearish,Employment Rate,Oil Prices,4126
9551,Sideways,Trade Balance,Interest Rates,6337
9552,Bearish,Housing Starts,Stock Market,8766
9553,Bullish,Consumer Price Index,Oil Prices,4707
9554,Sideways,Industrial Production,Stock Market,4700
9555,Bullish,Consumer Price Index,Stock Market,2143
9556,Bearish,Unemployment Rate,Consumer Confidence,1040
9557,Bearish,Employment Rate,Consumer Confidence,6649
9558,Bullish,Trade Balance,Consumer Confidence,8767
9559,Sideways,Trade Balance,Exchange Rates,6994
9560,Bullish,Housing Starts,Oil Prices,3470
9561,Bullish,GDP,Political Stability,5490
9562,Bearish,Retail Sales,Oil Prices,9201
9563,Sideways,Industrial Production,Exchange Rates,3028
9564,Sideways,Housing Starts,Consumer Confidence,8673
9565,Sideways,Employment Rate,Political Stability,1746
9566,Bullish,Industrial Production,Consumer Confidence,1576
9567,Bearish,Employment Rate,Exchange Rates,9103
9568,Bullish,GDP,Oil Prices,5989
9569,Sideways,Industrial Production,Political Stability,2053
9570,Sideways,Unemployment Rate,Political Stability,5750
9571,Bullish,Unemployment Rate,Interest Rates,8694
9572,Bullish,Inflation Rate,Oil Prices,4657
9573,Bearish,Retail Sales,Consumer Confidence,6188
9574,Sideways,Unemployment Rate,Interest Rates,3116
9575,Sideways,Trade Balance,Political Stability,5690
9576,Bearish,Consumer Price Index,Political Stability,6888
9577,Bearish,Consumer Price Index,Consumer Confidence,5191
9578,Bullish,Retail Sales,Oil Prices,2822
9579,Bullish,Industrial Production,Political Stability,5396
9580,Bullish,Employment Rate,Exchange Rates,6682
9581,Bearish,Retail Sales,Stock Market,2798
9582,Bearish,Unemployment Rate,Stock Market,3012
9583,Sideways,Industrial Production,Political Stability,6809
9584,Sideways,Industrial Production,Oil Prices,5848
9585,Sideways,Consumer Price Index,Oil Prices,3156
9586,Sideways,Unemployment Rate,Political Stability,6898
9587,Bullish,Industrial Production,Consumer Confidence,3225
9588,Sideways,Employment Rate,Oil Prices,6826
9589,Bullish,Inflation Rate,Political Stability,6576
9590,Sideways,Employment Rate,Exchange Rates,9442
9591,Bearish,Unemployment Rate,Political Stability,1947
9592,Bearish,GDP,Exchange Rates,8847
9593,Bearish,Unemployment Rate,Oil Prices,8771
9594,Bearish,Consumer Price Index,Exchange Rates,6145
9595,Sideways,Inflation Rate,Stock Market,2305
9596,Bullish,Industrial Production,Consumer Confidence,6098
9597,Sideways,Inflation Rate,Stock Market,5615
9598,Sideways,Inflation Rate,Exchange Rates,7774
9599,Sideways,Inflation Rate,Political Stability,4313
9600,Bearish,Retail Sales,Consumer Confidence,1460
9601,Bullish,Inflation Rate,Consumer Confidence,9422
9602,Bearish,GDP,Oil Prices,9226
9603,Sideways,Industrial Production,Consumer Confidence,6548
9604,Sideways,Inflation Rate,Interest Rates,3293
9605,Bearish,Trade Balance,Interest Rates,6904
9606,Bearish,Trade Balance,Interest Rates,3301
9607,Bearish,Trade Balance,Political Stability,9297
9608,Bearish,Unemployment Rate,Consumer Confidence,4501
9609,Bullish,Consumer Price Index,Stock Market,9292
9610,Sideways,Housing Starts,Oil Prices,9132
9611,Bearish,Unemployment Rate,Consumer Confidence,8307
9612,Sideways,Retail Sales,Oil Prices,7756
9613,Bearish,Housing Starts,Oil Prices,4137
9614,Sideways,Housing Starts,Exchange Rates,4852
9615,Bearish,Industrial Production,Interest Rates,7498
9616,Bearish,Housing Starts,Oil Prices,5987
9617,Bearish,Trade Balance,Oil Prices,7718
9618,Sideways,Unemployment Rate,Oil Prices,8590
9619,Sideways,Inflation Rate,Political Stability,9932
9620,Bearish,Consumer Price Index,Oil Prices,8831
9621,Bearish,Unemployment Rate,Oil Prices,5099
9622,Bearish,Retail Sales,Stock Market,8437
9623,Bullish,GDP,Interest Rates,5454
9624,Sideways,GDP,Interest Rates,1996
9625,Sideways,Industrial Production,Political Stability,9396
9626,Bullish,Employment Rate,Oil Prices,4515
9627,Bullish,GDP,Exchange Rates,2315
9628,Bearish,GDP,Exchange Rates,6105
9629,Sideways,Housing Starts,Interest Rates,6411
9630,Bearish,Housing Starts,Exchange Rates,4165
9631,Bearish,Housing Starts,Interest Rates,9706
9632,Bullish,Consumer Price Index,Stock Market,5770
9633,Bullish,GDP,Exchange Rates,3785
9634,Bullish,Trade Balance,Political Stability,8105
9635,Bullish,Retail Sales,Interest Rates,6406
9636,Bullish,Retail Sales,Political Stability,8039
9637,Bullish,Housing Starts,Interest Rates,1594
9638,Sideways,Retail Sales,Oil Prices,2025
